Price,Close,High,Low,Open,Volume
Ticker,TATASTEEL.NS,TATASTEEL.NS,TATASTEEL.NS,TATASTEEL.NS,TATASTEEL.NS
Date,,,,,
2021-06-24,95.99341583251953,96.6272497064735,94.72574808461157,95.29059171585466,72394700
2021-06-25,100.48629760742188,100.8959164652513,97.44648342370425,97.87766255389764,180227700
2021-06-28,102.10321807861328,102.53439720345601,100.29226707012808,101.24085982892782,116603350
2021-06-29,101.1158218383789,102.79310849757768,100.51217364969752,102.14633976144542,78037590
2021-06-30,100.60272216796875,102.70687194045695,100.2750218041081,101.8488296449773,80432670
2021-07-01,100.33970642089844,101.48232857688228,99.72742621660196,101.05977483721473,56149280
2021-07-02,97.96390533447266,100.61997057972158,97.46373592219747,100.55098033404114,75734070
2021-07-05,99.76191711425781,100.18878683823247,97.96390086117269,98.82625915498456,76799000
2021-07-06,100.65876770019531,101.58580678755047,99.19276127362774,99.91713906201977,91468350
2021-07-07,105.09129333496094,105.63889270259497,99.90420864002833,100.71913697770604,167456260
2021-07-08,102.59906768798828,106.07006083187751,101.86175509586582,105.63888172280484,124105850
2021-07-09,106.8763656616211,107.28599108632679,102.44816086560657,102.79309889590644,178593560
2021-07-12,105.80705261230469,108.52779202844329,105.0654239391525,107.88102329575976,166477750
2021-07-13,105.96226501464844,107.22993263556401,105.4750305208115,106.75994899031248,79155280
2021-07-14,107.33773803710938,107.59644157806031,105.12147748201099,106.23822989507087,83413880
2021-07-15,108.30789184570312,109.15731529836458,106.73408399912135,107.45846839304168,96555510
2021-07-16,110.2481918334961,110.49396709348643,108.57521471843178,109.06244923641668,84969250
2021-07-19,109.20904541015625,111.3218204359369,108.11385335605141,108.57090216396772,89046290
2021-07-20,106.35896301269531,109.71785236627798,105.63889460226596,109.69197608999109,85799400
2021-07-22,109.77820587158203,110.2050689868794,107.62231028556724,107.70854479315359,78940240
2021-07-23,110.50259399414062,111.71852237674143,109.86445068302662,110.32580896048218,86418650
2021-07-26,111.9297866821289,112.81801462061611,110.2136956190535,111.15797236948681,86784330
2021-07-27,114.74971008300781,115.0817132937125,112.80077189015405,113.4001172288714,103413820
2021-07-28,117.7119140625,118.1387772324321,112.6412427844582,114.86612889301645,128351250
2021-07-29,125.78358459472656,127.78424904694074,117.97062035113176,118.57426854108674,300610410
2021-07-30,123.68803405761719,126.99949964644561,123.12750647405008,125.52917729187017,140492650
2021-08-02,121.59683227539062,124.7832392459259,121.20445768285943,124.69701131390748,97689200
2021-08-03,121.35105895996094,122.52818275646965,119.89798735459901,121.93745627786355,86405600
2021-08-04,122.12716674804688,124.86947272654955,121.1699485987406,122.45486708195745,112894350
2021-08-05,124.74874877929688,125.04194742901119,119.65220831569174,122.04956322061281,162217990
2021-08-06,123.21806335449219,125.64560412156447,122.97230123470614,124.95571483644038,96740250
2021-08-09,121.7822494506836,124.45986849165435,121.19583891959414,123.66218437171328,78594930
2021-08-10,118.45353698730469,122.28240995672722,117.90162819990869,121.76498971168071,84516230
2021-08-11,122.98954772949219,123.29137842538148,119.36764517154361,119.86781461009309,145353570
2021-08-12,123.77859497070312,124.58489783168478,122.15735724474469,123.83465036250058,109431080
2021-08-13,126.04660034179688,127.33583500141654,119.92386405374636,121.16134616004959,289698720
2021-08-16,131.0267333984375,132.32888980557982,126.95640082210453,127.97397738691551,271144880
2021-08-17,129.67282104492188,132.28576579608645,128.64230965779439,131.0267299722579,189709230
2021-08-18,129.39256286621094,130.98361514620274,128.33618173507622,130.16869331124423,123317450
2021-08-20,118.6259994506836,124.78323686495106,117.52218193698329,124.61508384767076,273400690
2021-08-23,117.164306640625,121.57526060267571,113.03360331542859,120.90262223030653,229257290
2021-08-24,121.13115692138672,122.45488008600063,118.74673671929331,119.17791587452571,176075790
2021-08-25,119.88505554199219,122.9722998605528,119.07012062565083,122.28241058313786,125650100
2021-08-26,118.57858276367188,120.2774296746826,117.71190845769995,119.90229275938815,91578980
2021-08-27,119.36331939697266,120.25156055996042,118.64757358094144,118.91920539475055,73940810
2021-08-30,124.2313232421875,124.61076296488679,120.55768195690686,120.64390988390258,134443870
2021-08-31,125.06350708007812,125.81807059189029,123.48970581572145,124.61077423640819,247521080
2021-09-01,121.69600677490234,125.51626112773627,121.33381784504182,125.14975619536916,88128970
2021-09-02,122.89466857910156,123.4896978726528,121.59251236812112,121.67875345591268,61480460
2021-09-03,124.4943618774414,125.29634878781883,122.1487462268859,123.14476901999,84523820
2021-09-06,123.9208755493164,125.21011005648941,122.72651413273321,124.78323378300482,69586760
2021-09-07,123.20513153076172,125.81807624203657,122.51093938482107,124.52453873512648,63527170
2021-09-08,123.3042984008789,124.40811593951209,122.33414534210453,122.97229520228494,46762240
2021-09-09,124.78325653076172,125.21013288206507,122.45489150705484,122.45489150705484,53130300
2021-09-13,126.20182800292969,126.93914067401572,123.877766040029,124.78324489776361,56702080
2021-09-14,125.24028778076172,127.28408582705204,124.95570797283413,127.28408582705204,55037670
2021-09-15,125.48174285888672,126.2233714721814,124.55902638384082,125.24028360419008,44174640
