Price,Close,High,Low,Open,Volume
Ticker,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS
Date,,,,,
2021-06-24,100.49791717529297,101.28050707245745,99.17184863972543,100.97616328078645,12964208
2021-06-25,100.36746978759766,101.21528037376554,99.73705772038133,100.62834093394873,7736431
2021-06-28,100.80223083496094,101.08483826024015,100.302248505445,100.86745156202021,9989595
2021-06-29,102.60655975341797,103.43263404183544,100.71529992728438,101.12832527750824,61089570
2021-06-30,101.04136657714844,103.30219061844193,100.86745249936305,103.10654022942919,17437744
2021-07-01,100.3457260131836,101.2804935786351,100.08486668021207,101.10657949399825,15924813
2021-07-02,99.10663604736328,100.47616536850197,98.95445826013571,100.34573568943898,9549992
2021-07-05,100.12834930419922,100.38922045720771,99.28053869639528,99.69357584317001,6849185
2021-07-06,99.47618865966797,100.21530589884887,99.25880193014329,99.73705981148852,5343938
2021-07-07,100.41096496582031,100.62835171407545,99.47619723072883,99.47619723072883,7228897
2021-07-08,100.49791717529297,101.36746412636136,99.80227253804706,100.0413955907938,8740010
2021-07-09,100.10660552978516,100.62833600293672,99.99791217262792,100.45442191389151,2990856
2021-07-12,99.5631332397461,100.75876010237664,99.21531687486844,100.30225038635075,5578309
2021-07-13,99.41096496582031,100.82397849805669,99.25878720134344,100.17181840625528,8264289
2021-07-14,99.97618103027344,100.62834120694342,99.32402085360347,99.41097790262306,9228746
2021-07-15,100.17182159423828,100.62833131423112,99.69356376864006,100.43268092166747,5376823
2021-07-16,101.67178344726562,102.82393773137088,100.21529720341985,100.71529135553735,15903784
2021-07-19,101.3674545288086,102.01961468036282,100.65007364450524,101.67178649767985,13725925
2021-07-20,100.56312561035156,102.73699297700047,100.41095961228025,102.12831719072994,14178067
2021-07-22,101.41092681884766,101.95439361000993,99.43271005781384,101.95439361000993,10378326
2021-07-23,101.30224609375,101.71528326533893,100.88920892216106,101.62832620911195,6660369
2021-07-26,101.17179870605469,102.32395296302123,100.88919127125652,101.49787876436783,12963701
2021-07-27,100.80223083496094,102.1065628182638,100.28051219441963,101.30222495846009,10832912
2021-07-28,99.17183685302734,101.04137201081602,98.86749899451996,100.86745792367812,13828088
2021-07-29,97.04145050048828,100.60659566735843,96.89652599609506,99.12836100495318,28609665
2021-07-30,99.2153091430664,100.40368289581781,97.50519896563344,97.99793987745647,34142169
2021-08-02,99.12833404541016,99.70803190532484,98.14284650415689,99.4181829753675,9575755
2021-08-03,101.12828063964844,101.56305400747837,99.18629528880457,100.02686420966522,20959435
2021-08-04,101.59207153320312,102.37466145155193,100.78049199810651,101.82395308522868,23323277
2021-08-05,101.56307983398438,101.88191843573019,100.43267350776816,101.59206945013779,6621382
2021-08-06,101.44713592529297,102.31668280465263,101.18627657907882,101.73698488507952,5340311
2021-08-09,102.28770446777344,102.6065430762827,100.89643874260558,102.6065430762827,16415005
2021-08-10,100.05586242675781,102.08480522368389,99.33123999928421,102.08480522368389,11925263
2021-08-11,102.22972869873047,102.60653471608931,100.02688361737474,100.25875335668661,31279965
2021-08-12,108.40351104736328,108.8092948737971,102.20074802053571,102.60653184696953,58107755
2021-08-13,107.09918975830078,108.5774241586207,106.43253479749015,106.78035118757005,26776843
2021-08-16,104.75142669677734,106.83834898803579,104.57752436849668,106.66443486576881,21308655
2021-08-17,106.2296371459961,106.51948608773141,104.92531690818714,104.95430651995412,15962459
2021-08-18,104.69344329833984,107.82381446416076,104.43258394868165,106.49050451394561,25227527
2021-08-20,103.53404235839844,104.37461138797991,102.63551769172244,102.78044216641057,18720467
2021-08-23,101.82395935058594,104.28767593023353,100.98339014702022,104.05579436394001,13112745
2021-08-24,102.37466430664062,103.93985598097493,101.70800924871968,102.78045998249884,11029463
2021-08-25,101.73698425292969,102.86739047147962,101.4761249083364,102.72246599248685,12001351
2021-08-26,100.34571838378906,101.6790284607591,99.47617141028311,101.6790284607591,12115246
2021-08-27,101.0703353881836,101.36018436365529,99.56312307452777,100.75150859155573,8051699
2021-08-30,101.73698425292969,102.22972512270827,100.1718045974014,101.56307016054464,14512401
2021-08-31,101.65003967285156,102.63553332725158,101.41815811922888,101.7369967297083,43248333
2021-09-01,101.82395935058594,103.07031244967553,101.24426133184532,103.07031244967553,11817591
2021-09-02,101.88191223144531,102.08480415020745,100.98337571323272,101.67902031268319,13545023
2021-09-03,101.76597595214844,102.49059836196442,101.09932097632084,102.02683530208837,12286475
2021-09-06,100.9254150390625,102.22973548217097,100.28774962567323,101.8529294398092,13950485
2021-09-07,100.28775024414062,100.95440527797103,99.96891163848699,100.92541566146232,12485031
2021-09-08,101.96903991699219,102.41148586282998,100.40573450899967,101.02515763296113,25370295
2021-09-09,102.35248565673828,102.7359411734542,101.40860346320831,101.7035673988185,5078350
2021-09-13,102.58846282958984,102.82443638683642,101.8805421578501,102.79493519138798,7522483
2021-09-14,102.70645141601562,103.29637935292797,102.35249705429115,102.588470629479,8434427
2021-09-15,104.94817352294922,105.5970917983825,102.49997039088802,102.64745236267348,20064238
2021-09-16,105.862548828125,107.16039731099619,105.18414139624993,105.56758490048786,16214883
2021-09-17,105.4791030883789,106.42298523639067,104.26974620985237,105.92154897045748,21219226
2021-09-20,104.41722869873047,105.71506515854756,103.2963633913724,104.53520946703648,7833069
2021-09-21,103.76832580566406,105.24314563802963,103.50285103456955,103.8568173960289,9481007
2021-09-22,104.2697525024414,104.6826972164572,103.70932581883235,103.70932581883235,9165634
2021-09-23,105.15464782714844,105.44961177617269,104.41723795458779,104.41723795458779,10295913
2021-09-24,103.91578674316406,105.89204251786617,103.70931440887199,105.184133942547,7093411
2021-09-27,103.82730865478516,104.50572812880449,103.29637115328683,104.12227259982717,5205649
2021-09-28,108.51722717285156,111.43737733834784,103.8862957815182,104.32874168518916,38873626
2021-09-29,115.06544494628906,115.8028548421199,107.6323435946229,108.25177270796647,53686662
2021-09-30,112.02731323242188,116.80572693383786,111.2899033401628,115.00644199588007,23618199
2021-10-01,113.17766571044922,114.15104915013673,111.87982912560847,112.55824861400363,16994903
2021-10-04,113.0596694946289,113.88557084590911,112.11578737978536,113.26614183192089,10757286
2021-10-05,112.0567855834961,115.0949162833624,111.70283128883773,113.05967008749252,17200858
2021-10-06,110.67045593261719,113.35463229750965,110.16901968920655,113.23663953298752,8929507
2021-10-07,111.08343505859375,113.00070084902222,110.6704783024635,112.67623568364235,6733699
2021-10-08,110.7294692993164,112.17479995048076,110.31652454304925,111.49638042051501,8165175
2021-10-11,114.12153625488281,115.094919594783,111.67334531182614,112.08629000045643,12982042
2021-10-12,114.06257629394531,114.82948749408145,113.05970349572041,114.38704149449119,8539966
2021-10-13,117.63162231445312,120.64025211845146,114.53450092754912,115.09492761576253,33075614
2021-10-14,120.72872924804688,121.4956282031535,116.95318884701466,118.10354328073062,19185455
2021-10-18,120.22730255126953,123.85534928503107,119.25391918279884,123.76686970780803,38546365
2021-10-19,117.18917846679688,120.81723741294427,116.21579504191142,120.34529029720777,16174177
2021-10-20,114.6524887084961,118.13306583257535,114.06256078923231,117.9855838527594,21909934
2021-10-21,114.47552490234375,116.42227995995101,114.15105972501836,115.77336160741527,16946547
2021-10-22,114.71147918701172,116.21580018312117,112.82371464478133,115.56688187186163,7705870
2021-10-25,113.64960479736328,115.03593286998927,112.38125749606644,114.71146774566459,7862419
2021-10-26,112.322265625,113.82657444906141,111.90930892658308,113.6201021009094,8525850
2021-10-27,112.2337875366211,113.1776698145614,111.23091486670596,112.17479714464626,9862679
2021-10-28,109.66761016845703,112.73523075972383,109.28415459401991,112.49925717529214,11095238
2021-10-29,109.16615295410156,111.28989080416116,106.95392352651598,110.2575170712879,12988035
