Price,Close,High,Low,Open,Volume
Ticker,SHRIRAMFIN.NS,SHRIRAMFIN.NS,SHRIRAMFIN.NS,SHRIRAMFIN.NS,SHRIRAMFIN.NS
Date,,,,,
2021-06-24,251.101318359375,253.32900574434032,249.1682063148143,252.40847887476386,4667625
2021-06-25,251.87452697753906,253.69718007121423,249.5824243401083,251.10128787204732,6516880
2021-06-28,252.6938018798828,255.72231459801858,250.8435341613208,254.42439662867264,4102820
2021-06-29,249.98748779296875,257.0111122767476,248.21087768336494,252.66622434464753,5875000
2021-06-30,247.1890106201172,252.73978498078736,246.13962488775675,251.30376570982492,6968565
2021-07-01,249.57322692871094,251.34983694906487,244.86013410535276,248.4870120233157,5444075
2021-07-02,250.788330078125,252.70301351069327,247.8058321590718,250.29123772753303,4228550
2021-07-05,253.06201171875,253.69717742238782,250.8435388845182,251.30380225861825,2911235
2021-07-06,260.2605285644531,264.15433859464275,253.236905225627,253.236905225627,12255020
2021-07-07,265.9125671386719,266.9527668975496,260.0028009272885,261.42039194577416,7910955
2021-07-08,263.5560607910156,266.4189141264131,261.8346799416322,266.0967240852619,6176635
2021-07-09,268.0021667480469,268.7938062547929,261.06138730974817,263.10495778236145,5637260
2021-07-12,267.3946228027344,270.2022181780052,266.40043817234044,269.51182310943886,4330990
2021-07-13,263.6020202636719,269.7143312199657,261.9910984901738,269.7143312199657,5529040
2021-07-14,261.59527587890625,264.53175835558125,260.50906109422135,264.19116796481103,6477460
2021-07-15,268.4072265625,269.7143871474918,260.73924969121856,262.3501717987548,7322970
2021-07-16,266.8330993652344,270.72693784746366,265.84812894582495,268.79382594652185,3058730
2021-07-19,255.87879943847656,265.1116808096507,254.41516540507598,262.3501008012168,8523350
2021-07-20,256.9926452636719,259.5701369582498,248.72633322260717,257.3792788501448,6350305
2021-07-22,256.8822021484375,258.21697722241095,252.2243388678204,257.5449825567436,8748020
2021-07-23,255.09634399414062,259.0270108186144,252.0401887351748,257.1951436591153,5276030
2021-07-26,252.2979736328125,258.66803146579804,244.07767602979354,254.94909531839613,4858020
2021-07-27,251.43270874023438,259.9567679785394,248.9932901969166,253.89971387217366,8150250
2021-07-28,252.76747131347656,253.69721244703481,248.56065675128326,253.23694900939225,6667670
2021-07-29,252.408447265625,254.70976415137196,249.27863382721142,251.11968733580898,3888435
2021-07-30,255.92483520507812,259.606942180379,250.4016747421268,253.6971762166793,7132000
2021-08-02,253.3013458251953,263.2706376817155,245.90951750628312,257.0110673233842,16937480
2021-08-03,246.3974151611328,255.53823932947788,245.4124447660005,253.62352789854333,10852865
2021-08-04,243.29519653320312,250.14391745560945,242.1169234762432,248.54220998080729,12098915
2021-08-05,245.2191619873047,246.28694841618088,241.21486455614337,243.42412338608577,7443930
2021-08-06,242.27340698242188,247.45597642515867,241.6290271019038,245.4124061745576,6201995
2021-08-09,239.84326171875,243.09272040520563,238.4164563251329,243.0190906171239,5444400
2021-08-10,234.82638549804688,241.57383438605626,233.8782440451943,241.57383438605626,6656495
2021-08-11,238.41644287109375,238.95955031583063,228.99024331641948,235.10254074941645,7777460
2021-08-12,241.06756591796875,242.92701996420197,236.9896388846968,239.61311782397294,4144010
2021-08-13,238.42564392089844,242.0617077496123,237.18292718257965,241.36212651819173,4393670
2021-08-16,238.72018432617188,240.2574763245457,235.99543307353093,237.68001271964835,4215450
2021-08-17,235.71926879882812,238.784610219038,232.89324520772618,238.72016661063634,5186305
2021-08-18,238.2047119140625,240.22988212789133,235.00128255619822,237.1277112807185,4998005
2021-08-20,230.9601593017578,236.7594947661031,230.13169083320776,235.65485141320474,4362450
2021-08-23,229.3400421142578,234.80797345169165,223.87211077682397,234.80797345169165,5190075
2021-08-24,235.572021484375,236.023070635903,226.6889292585158,228.29065097924922,4803725
2021-08-25,233.32594299316406,238.46247048199072,231.86230866520674,235.83899141979848,5152555
2021-08-26,232.9761199951172,238.81225642467814,231.4112272742044,234.9184320678976,6567660
2021-08-27,235.91261291503906,237.6800367745922,231.5401105087492,233.804612672091,3930010
2021-08-30,245.7714385986328,246.5631062457637,236.244008798798,238.2323219434213,7071320
2021-08-31,249.03929138183594,249.8309308280819,243.11109742216584,245.7806191275745,7881915
2021-09-01,244.8416748046875,249.50872330940624,243.51611425534657,248.98404449831733,6179385
2021-09-02,247.2626495361328,248.35807849508035,244.23413708938975,245.22829350904905,3818570
2021-09-03,248.55142211914062,255.64867507783467,245.43082313614275,248.35809128660858,8012625
2021-09-06,247.888671875,253.51307718494255,246.7103986850068,249.64688144851894,3295350
2021-09-07,247.5848388671875,252.0309982994704,244.12367778060585,248.08193112190568,6181705
2021-09-08,251.31298828125,254.32310029647695,246.39737936918732,247.4191504606175,8546425
2021-09-09,248.2384490966797,250.93558560235007,245.8634744642207,250.93558560235007,3792220
2021-09-13,247.01416015625,248.23847654189802,241.31609697038118,247.8058278186782,3625345
2021-09-14,249.05772399902344,252.40845497124198,247.47441680960387,248.17402615374797,3353550
2021-09-15,251.63516235351562,253.94569333364302,247.06935783949552,249.278616275812,5161840
2021-09-16,258.9258117675781,259.9383970012888,250.95404524364102,251.63522617711354,10142820
2021-09-17,250.5305633544922,262.5158115120952,249.57320766979635,261.4295966905203,9870725
2021-09-20,243.0374755859375,252.50970422233075,241.31609496495827,248.54223596231225,4788450
2021-09-21,243.70947265625,245.94634605973707,236.71346329016095,244.86013116737487,4585140
2021-09-22,247.8978271484375,249.26021676706836,244.30777866475952,244.30777866475952,3449740
2021-09-23,254.63612365722656,254.98592834249234,247.9070748714526,248.54224062264598,5925930
2021-09-24,249.59169006347656,258.9994484996469,248.7355786520725,256.82701838753206,5655830
2021-09-27,243.7831268310547,250.83436626377954,241.91445834571616,250.29125876326015,5489955
2021-09-28,241.76715087890625,247.7413602936334,237.9745572004499,245.78063388808147,4231635
2021-09-29,239.40139770507812,241.39892501333057,236.7594904373751,239.3369540906837,4532205
2021-09-30,239.12522888183594,244.3077990906584,238.04822829281014,239.7051652415795,7981880
2021-10-01,238.3335723876953,239.2540990920197,234.4213338943167,238.204685164812,4632325
2021-10-04,248.6802978515625,249.27863462532298,238.6097328799113,239.59470325230387,6773440
2021-10-05,245.82669067382812,249.9230465035116,243.81073457067387,246.70120244177204,4110305
2021-10-06,239.92611694335938,247.5296491549798,239.0516052526305,247.2995174566036,3570155
2021-10-07,247.2903289794922,247.8794515138584,242.24583208503745,243.608221839897,3739840
2021-10-08,245.0350799560547,249.168237121956,243.6542894809692,247.29038230226269,2327330
2021-10-11,245.76226806640625,247.05100003554512,244.1053028841563,245.9463565807118,2474965
2021-10-12,243.87515258789062,247.06019546663956,243.01906942636904,246.1488548535621,2928570
2021-10-13,251.56155395507812,253.10803218268524,244.13289619754914,246.33296865664596,7442435
2021-10-14,254.71900939941406,257.5818628773036,249.7941845031307,253.7800820054498,8878410
2021-10-18,256.8637390136719,260.8219919823937,254.11134549820397,258.4286173093856,5899405
2021-10-19,262.80120849609375,268.42564230907,254.74659834162557,257.78435388380404,14910045
2021-10-20,264.87237548828125,271.49096550376913,258.9994099419875,264.7066874045156,10061990
2021-10-21,274.4735107421875,276.1580625632328,265.3234713552123,267.23815489506035,11697925
2021-10-22,279.5823669433594,286.98340938442226,273.4608700835363,275.9738899640006,19446090
2021-10-25,279.26934814453125,283.5681913846097,272.208897172983,283.5681913846097,8858895
2021-10-26,280.9263610839844,292.35931625996284,275.5320875394246,276.17643944178667,9988515
2021-10-27,281.37744140625,286.83615862864974,279.28782757569235,283.33813990732244,4678970
2021-10-28,274.07763671875,281.3037776190224,270.55203148323966,281.3037776190224,5604320
2021-10-29,264.4121398925781,276.15807222054593,262.3501686095186,276.15807222054593,6972315
2021-11-01,263.3995361328125,267.87328262641853,255.7867619774155,267.87328262641853,8517215
2021-11-02,290.18682861328125,299.1159488615586,263.6848850832439,265.1116902347619,16632400
2021-11-03,295.05645751953125,302.6231890274201,286.9742332450136,290.7023555915697,15816895
2021-11-04,297.7259826660156,299.34611885882,296.0414309459172,296.40963605548666,1071505
2021-11-08,306.48016357421875,307.4559196346617,298.44395532205647,299.2080082192732,8351745
2021-11-09,298.9601135253906,313.82441642757993,292.4853112296559,310.180025448606,12628955
2021-11-10,301.7628173828125,303.9457657001797,295.8984990454311,298.96015371288587,6427920
2021-11-11,302.706298828125,303.9457577286384,296.2129783288446,301.7628094685231,5065025
2021-11-12,300.1348876953125,305.0557166750367,298.94166605870316,304.6672442905883,5511415
2021-11-15,299.0618896484375,300.80084115179557,291.85635141063324,299.6908636987885,3522305
2021-11-16,303.1965637207031,307.6456765467603,297.4894743627818,299.2839222059458,5549900
2021-11-17,301.69805908203125,305.2221993193731,297.9426476708869,301.1708183906749,3780655
2021-11-18,296.2500305175781,304.2047953493761,293.25313027570047,301.9293721371322,4825755
2021-11-22,288.8964538574219,297.8039375473701,286.3990467268309,297.7299522175036,5279665
2021-11-23,293.7618103027344,296.5737326673857,285.5850624289586,286.0013110580722,3311240
2021-11-24,293.5675964355469,296.1667653074823,290.4411867874216,293.9190902863401,2310765
2021-11-25,290.6169128417969,294.1410533930857,283.05064975248234,294.1410533930857,4290100
2021-11-26,267.63134765625,288.0362241013489,265.3651835946601,285.26130859318965,6705735
2021-11-29,259.59332275390625,267.31684271317096,256.87390347983796,265.1986494466841,4893890
2021-11-30,260.2315979003906,267.58513599270884,258.14115231769875,259.54712770906093,8840830
2021-12-01,267.08563232421875,268.04761099034187,258.9458910112128,264.5419596354167,5539860
2021-12-02,268.0476379394531,270.08255935834165,263.8389984944728,266.3919301917398,3870920
2021-12-03,267.714599609375,273.5881765866722,266.1791429290111,267.6313555290295,3863635
2021-12-06,268.26959228515625,272.86670364172784,266.74339433409637,268.2418442579698,2886375
2021-12-07,270.74847412109375,273.10716902976196,266.72484134692843,270.6467407775779,3802710
2021-12-08,276.076416015625,276.90888523652205,270.8503294438688,271.9417897163318,4314475
2021-12-09,276.390869140625,279.24902910999975,275.0496485073117,277.4915880313818,2145005
2021-12-10,278.2962341308594,280.6456701802622,272.96838804336215,277.4915132588721,2745385
2021-12-13,272.9869689941406,283.3651551313533,260.6755949192388,281.1914654600127,9169260
2021-12-14,256.0506896972656,270.7669938045689,253.45152130665554,270.27675990027336,9079580
2021-12-15,251.1946258544922,257.26243926501377,249.74241319565795,256.4022221720364,4271675
2021-12-16,246.37551879882812,255.8009853708778,245.30257616106897,253.70130917449688,6199315
2021-12-17,235.62733459472656,246.7455002046162,234.15661862384857,245.1175407126155,5310545
2021-12-20,222.104248046875,233.7218928492606,214.37148240056817,231.2429749326788,8903280
2021-12-21,217.13717651367188,226.6181394924371,215.71272584700142,226.6181394924371,6125145
2021-12-22,216.89666748046875,220.51329690901886,214.0755003422778,218.672611847637,4092265
2021-12-23,223.898681640625,225.67462588219763,218.04360819168465,218.6633376316644,6141175
2021-12-24,217.8401336669922,225.69315041618444,215.66645810471545,225.69315041618444,5577935
2021-12-27,225.45266723632812,227.17311562073058,216.65617499548497,217.84013795744454,8997655
2021-12-28,224.1761932373047,230.6602412617285,222.89972748182234,226.61811852130273,4005800
2021-12-29,224.14842224121094,226.608850663249,222.40947070774797,224.9993946196854,5363660
2021-12-30,221.66026306152344,224.76816917517024,219.23684122721016,224.213180395824,4008980
2021-12-31,225.1381378173828,227.8205645932409,222.34473305231862,222.86271501898085,5290815
2022-01-03,231.38172912597656,232.75994242130918,225.23991590327444,226.026147711381,2860025
2022-01-04,231.7886962890625,236.08982393016643,227.77432178185927,232.53792124156465,6387390
2022-01-05,231.2060089111328,236.19160746066638,230.3180295749216,231.7887316776297,4206620
2022-01-06,225.00863647460938,231.05795999041587,223.6581855414927,231.05795999041587,4892065
2022-01-07,224.86065673828125,227.79281573553223,222.71471532543197,224.9901522294739,4311580
2022-01-10,226.22964477539062,229.948036024658,223.51022494147654,225.71166273349309,4850740
2022-01-11,226.359130859375,227.87608425345385,223.47322296672536,226.1556359065393,3000215
2022-01-12,230.3642578125,231.05798674742184,226.4331271812763,226.82161369115835,6283615
2022-01-13,230.77125549316406,232.5379411803937,228.28307870445497,231.94595970052603,3167295
2022-01-14,229.44854736328125,233.9809185388421,227.37661915863842,229.4855541463369,4270915
2022-01-17,229.21726989746094,232.1494289427948,228.81953878011495,229.76299989686828,2446195
2022-01-18,222.71470642089844,234.3878458918139,219.4495571319915,228.4680320826213,7134135
2022-01-19,221.12376403808594,223.19570602408476,216.6191557298906,222.91821165152106,5312500
2022-01-20,225.868896484375,228.32932519070258,221.4475318147239,221.62327873859752,6465015
2022-01-21,221.7157440185547,226.3960992030311,219.21832290946472,224.58316232666357,5834040
2022-01-24,213.59449768066406,222.54823251837482,211.06006973334328,221.0867753032585,9353860
2022-01-25,215.8329620361328,222.51126097255826,204.08582051642648,210.89361496765991,10473610
2022-01-27,229.59654235839844,230.80825337472237,216.4619432737849,218.28413917456206,14742195
2022-01-28,229.92025756835938,240.46493092285075,228.6622952985297,231.24296052788276,9290465
2022-01-31,227.2470703125,235.31282572442433,226.61809624862835,232.90790745709455,4867125
2022-02-01,236.83901977539062,238.64272608931847,228.3847921420519,230.9839606602191,5528990
2022-02-02,237.4957733154297,241.29739394270507,235.12783360271226,238.8277349932239,4547020
2022-02-03,233.6848907470703,238.08775173097587,232.16793745732548,238.08775173097587,2367305
2022-02-04,228.1350860595703,234.49889772805417,227.36735763098676,233.0929363820968,2633985
2022-02-07,225.47113037109375,231.4279512718907,224.0281765606299,228.4680442101764,2030295
2022-02-08,229.4392852783203,230.38276057916696,223.22347290912697,226.7291102406391,3807905
2022-02-09,230.34576416015625,231.98296846769068,228.09808909068607,229.3930441783703,2220130
