Symbol,Investment,Current Value,Profit,Return %,Best Performer,Worst Performer,Total Stocks,Signal,Buy Confidence,Sell Confidence,Risk
SBIN.NS,10454.0,10452.0,-2.0,-0.01913143294432753,SBIN.NS,SBIN.NS,1,BUY,75.65,47.35,LOW
